lap_number,driver_number,driver,team,lap_duration_clean,cum_time,position_actual,position,is_pit_lap,position_final
29,77,77,,102.22,2920.212,9,9,False,9
30,77,77,,118.886,3039.098,11,11,True,11
31,77,77,,97.379,3136.477,10,10,False,10
32,77,77,,97.675,3234.152,9,9,False,9
33,77,77,,97.775,3331.927,9,9,False,9
34,77,77,,97.774,3429.701,9,9,False,9
35,77,77,,97.817,3527.518,9,9,False,9
36,77,77,,97.827,3625.345,9,9,False,9
37,77,77,,97.774,3723.119,9,9,False,9
38,77,77,,97.658,3820.777,9,9,False,9
39,77,77,,97.784,3918.561,9,9,False,9
40,77,77,,110.376,4028.937,8,9,False,8
41,77,77,,115.281,4144.218,8,8,False,8
42,77,77,,97.736,4241.954,8,8,False,8
43,77,77,,97.813,4339.767,8,8,False,8
44,77,77,,97.868,4437.635,8,8,False,8
45,77,77,,97.688,4535.323,8,8,False,8
46,77,77,,97.83,4633.153,8,8,False,8
47,77,77,,97.815,4730.968,8,8,False,8
48,77,77,,97.5,4828.468,8,8,False,8
49,77,77,,97.85,4926.318,8,8,False,8
50,77,77,,97.71,5024.028,8,8,False,8
51,77,77,,97.816,5121.844,8,8,False,8
52,77,77,,97.947,5219.791,8,8,False,8
53,77,77,,97.856,5317.647,8,8,False,8
54,77,77,,97.738,5415.385,8,8,False,8
55,77,77,,97.807,5513.192,8,8,False,8
56,77,77,,98.16,5611.352,8,8,False,8
57,77,77,,98.407,5709.759,8,8,False,8
1,81,PIA,McLaren,108.483,108.483,16,16,False,16
2,81,PIA,McLaren,100.83,209.313,16,16,False,16
3,81,PIA,McLaren,100.691,310.004,16,16,False,16
4,81,PIA,McLaren,100.718,410.722,16,16,False,16
5,81,PIA,McLaren,100.862,511.584,16,16,False,16
6,81,PIA,McLaren,101.111,612.695,16,16,False,16
7,81,PIA,McLaren,101.167,713.862,16,16,False,16
8,81,PIA,McLaren,101.295,815.157,16,16,False,16
9,81,PIA,McLaren,101.534,916.691,16,16,False,16
10,81,PIA,McLaren,101.584,1018.275,16,16,False,16
11,81,PIA,McLaren,101.352,1119.627,13,13,False,13
12,81,PIA,McLaren,101.156,1220.7830000000001,11,11,False,11
13,81,PIA,McLaren,122.071,1342.854,16,16,False,16
14,81,PIA,McLaren,98.859,1441.713,20,16,False,20
